,MONTH_NO,QTY,FEATURE_1_냉동,FEATURE_1_냉장,FEATURE_1_상온,FEATURE_2_B2B,FEATURE_2_B2C,FEATURE_2_미지정,FEATURE_4_O,FEATURE_4_X,FEATURE_5_A,FEATURE_5_B,FEATURE_5_C
0,2015-01-01,404.0,0.022359531129813703,0.3673739702623344,0.13356116971980958,0.3176624118454162,0.5079025604511911,0.45054681187723666,0.506355626485832,0.6327675194118497,0.36618038872205527,0.23584027509925332,0.6387527503945633
1,2015-02-01,257.0,0.6527686643824259,0.5088656241669013,0.2147627950983949,0.09422583879293134,0.7157191365515053,0.392878326246338,0.805971061206126,0.8746957909776164,0.8130551269192006,0.07008993435413624,0.09974429223738468
2,2015-03-01,409.0,0.06750075871544858,0.3985375938739043,0.9262170929584139,0.027348796953505006,0.7741197765259097,0.6165866601403565,0.17690932038500295,0.31891171139519614,0.7199762192448595,0.2956932545695613,0.46753776322403084
3,2015-04-01,402.0,0.5585730498287329,0.801618626258612,0.4315359349285266,0.5092909983102065,0.34062042975071594,0.9366007739829448,0.8737867579024491,0.3893043114568361,0.9133201768208085,0.1411072496639597,0.4549349556581612
4,2015-05-01,367.0,0.6749014803544451,0.7003271351237359,0.885167059330065,0.9815218116853226,0.8184746801331837,0.6062775817179596,0.6847477461651411,0.809818983121939,0.1811431288289158,0.5949981392482908,0.7255289793597653
5,2015-06-01,492.99999999999994,0.3038533149377518,0.5364422676699754,0.7535368462838326,0.6579438349710779,0.8931613884092552,0.0892685585969355,0.8269008290309908,0.054233310670039225,0.9506344191370828,0.17524539053838495,0.999057154538081
6,2015-07-01,368.0,0.5184259568424319,0.396356764203426,0.4397730948984683,0.42622167660384247,0.3771884779752084,0.34321562091938673,0.6326472986891972,0.6237178541518227,0.7555846309684229,0.8740689260597866,0.4031613545054089
7,2015-08-01,490.0,0.8190860305198273,0.47469425233018137,0.6335189281310832,0.8445361974043922,0.08439116902696797,0.8568789020523129,0.1157129350527073,0.7455058198591155,0.9964973332285119,0.10431169868620638,0.8495655127134832
8,2015-09-01,389.0,0.037506177061642165,0.6183322484753146,0.4849935462682424,0.9267793563768236,0.6710574261903831,0.35342161878116685,0.3506959694479055,0.0010865169551680376,0.19595536737289299,0.43246687928511285,0.5633096357085816
9,2015-10-01,316.0,0.8702308338724641,0.5045800763438844,0.955790161415727,0.5325037851698114,0.10837158778966305,0.9288718496321617,0.6837107551904441,0.5025809257032172,0.9737121727616933,0.08490383937397272,0.46113088095297317
10,2015-11-01,353.0,0.7063476071241489,0.5534351124597918,0.23942481336689914,0.9549109052114959,0.9049585652263362,0.684521977154963,0.6855781466605004,0.5684096956695212,0.22631986364253276,0.9475304555489127,0.8135522381838001
11,2015-12-01,302.0,0.006204281205635098,0.13315611398525096,0.2509091573053881,0.6552723664867581,0.5367879640085366,0.1883335426926649,0.5067146112905633,0.7641127897715396,0.5327636522987406,0.24532373742147606,0.1989063997862207
12,2016-01-01,485.99999999999994,0.1465889105727437,0.9600624773922478,0.33891443869217075,0.26878177872902764,0.14498390587783783,0.7718541043524356,0.8303905893404391,0.9510132260488592,0.08602077799893482,0.015306114916843305,0.7279074969575701
