,MONTH_NO,QTY,FEATURE_1_냉동,FEATURE_1_냉장,FEATURE_1_상온,FEATURE_2_B2B,FEATURE_2_B2C,FEATURE_2_미지정,FEATURE_4_O,FEATURE_4_X,FEATURE_5_A,FEATURE_5_B,FEATURE_5_C
0,2015-01-01,404.0,0.5177290387293613,0.5673869173339644,0.45515420196770007,0.3163297987036551,0.9811458599804459,0.47805106018433574,0.19531388364874758,0.3931611081893365,0.1570404730783418,0.813914014538799,0.2788189159632759
1,2015-02-01,257.0,0.3925899610139091,0.4841340333688323,0.3163736137093568,0.5716494577082623,0.49697288346071933,0.45971691502729606,0.7733078104147225,0.12216411709447006,0.3186084303599883,0.7721218165910156,0.07226325843906056
2,2015-03-01,409.0,0.14596494081134292,0.6223701789252396,0.36612217909051736,0.4300401442026178,0.34315025005267186,0.8651527320959034,0.6580037047356794,0.5745540134247004,0.018249607445454563,0.00871458743594522,0.3690653154187534
3,2015-04-01,402.0,0.037944629855598544,0.6113619474376203,0.3168301995038504,0.5191734879882449,0.6822121770687295,0.8309790845303938,0.5571909810448146,0.013553579816964034,0.9676040516847428,0.5217812968374926,0.5438589571578651
4,2015-05-01,367.0,0.6645462418475034,0.541542385098005,0.6425660074034683,0.2578752641967328,0.5275577165394827,0.7116559894424858,0.7097772379128632,0.7189975233362591,0.3671120372375468,0.4099284526433362,0.7559528505480866
5,2015-06-01,492.99999999999994,0.8493571648152242,0.7183070108643708,0.06990481621350197,0.03457007827969383,0.7601774134254984,0.2885209848186009,0.21381816140849308,0.25582755738265905,0.22904392763535952,0.4370488017057227,0.44111560517137194
6,2015-07-01,368.0,0.8661324333242135,0.774071372094391,0.7201493321628949,0.9922689731420177,0.26071041522648264,0.11435517824821828,0.5413363797804419,0.5080120627263759,0.848435929801236,0.9166799246474636,0.01545291342285704
7,2015-08-01,490.0,0.2028977974460524,0.8289112653337298,0.3696597416987405,0.448333404108029,0.3091857365692915,0.37233389661943006,0.7891545454054638,0.000131026128348255,0.7127042786122454,0.8565709415104095,0.8879484431981084
8,2015-09-01,389.0,0.5598100215325652,0.21596033842037066,0.5784591741856466,0.8360498599112268,0.7774846256090967,0.19301424991267735,0.3990793403098505,0.8927083622838354,0.6920999760761557,0.4461145533641805,0.40855234137712826
9,2015-10-01,316.0,0.7733919794044092,0.17117686859468972,0.3214666994838078,0.8834756189200211,0.6213382999672696,0.15854266434773379,0.5557209878900379,0.105852068657031,0.17063173433727707,0.01134597558451389,0.590699177912746
10,2015-11-01,353.0,0.7144309875739348,0.8916631692083548,0.024524379219994952,0.9997186489107726,0.6856446933464767,0.25922173670275517,0.6516465016194718,0.38346197844152496,0.6104885751312562,0.14426528470199662,0.2642389641691707
11,2015-12-01,302.0,0.6334617576231517,0.15593556754575266,0.6331280904505926,0.11566335832569863,0.8982453884242576,0.8446236009577487,0.4682319305499656,0.054518791458358584,0.6924569858660802,0.1646824974131017,0.4167196717970958
12,2016-01-01,485.99999999999994,0.5138892507471455,0.4087291212673412,0.42210693182169323,0.7783839741859606,0.42786761728226186,0.581511431923723,0.9921811785154234,0.8092829691309165,0.575699461101937,0.20815799389493717,0.6102279161722811
13,2016-02-01,267.0,0.22148998179616186,0.665455023650773,0.3529364626445619,0.7563009952042979,0.9294776191253101,0.9057717508999753,0.517286928842319,0.4302221716654493,0.34581899765993007,0.661560272513201,0.3061310119389984
14,2016-03-01,282.0,0.017724109669777777,0.8093613417668589,0.021643155092779698,0.2208629062178823,0.011381059678471694,0.3135212903860226,0.04207891156493515,0.7295623374885228,0.34742193188091586,0.8681131322153579,0.6565644347374316
15,2016-04-01,227.00000000000003,0.5493522305000726,0.024902390292598775,0.1094098981149707,0.9522955660272782,0.968154004970242,0.5924649231743515,0.7724058791885426,0.5532637437934123,0.022808469224817052,0.7733574752523096,0.7587566078830486
16,2016-05-01,324.0,0.40941239020704334,0.9386154503054002,0.7583293549687649,0.44522965431634254,0.578302285273919,0.8052032978439222,0.7395458935448602,0.8629813142377726,0.8666356473892078,0.3831969924352857,0.4136438823443256
17,2016-06-01,254.0,0.7725608471773834,0.8738409710918256,0.10842375911873725,0.1089065221537715,0.09371281431811518,0.5279015658657286,0.9303125274030098,0.2930541138083922,0.3990854566854013,0.911046311533947,0.1683717535338859
18,2016-07-01,334.0,0.5295605166178925,0.16275716155888875,0.3003373648785337,0.44630297143714326,0.6519914785938671,0.21690964650607758,0.026361704594887736,0.6565612312766976,0.3107259028118867,0.1938620473301479,0.4270877041206135
19,2016-08-01,363.0,0.49038307061987885,0.10121529246082417,0.4697834868894445,0.8647444558120155,0.8161474384941992,0.9367242416438115,0.2608552247221071,0.3498400221651401,0.2070956067930132,0.26338702582927254,0.4565638398540446
20,2016-09-01,251.0,0.9668556787163127,0.9188893900368487,0.6783521880293735,0.8102222269421717,0.157261462290064,0.8142142641402018,0.2876891147310895,0.37586660382810577,0.8987916344357373,0.5399425062287875,0.7240707038648125
21,2016-10-01,344.0,0.3899579497986654,0.1488304261702902,0.5500451783473008,0.9728759729598924,0.003479709604836567,0.7544065171107218,0.06527841160893622,0.7532105233667034,0.07632013090131018,0.40485797620990427,0.30899033699489453
22,2016-11-01,835.0,0.67347124023426,0.243746695456455,0.5291776039753912,0.7928003910133757,0.9488254291121658,0.1847293928974949,0.3673667725998985,0.42487176878223354,0.442806852977639,0.4086115391120585,0.6203630664372296
23,2016-12-01,140.0,0.8762121216455949,0.5135233250011991,0.3821958984000632,0.48128018964446984,0.4963876685707309,0.19010939588989995,0.7824193556254777,0.9007679845416161,0.8775849800096935,0.6401083515108467,0.34156553469850626
24,2017-01-01,228.0,0.7478019871864845,0.5711699527904968,0.5738804715195227,0.035908778785160744,0.13059579100647456,0.06957922266254024,0.3401980942627867,0.6739158311947608,0.7529607594466535,0.9606594456524415,0.4435173690717661
25,2017-02-01,189.0,0.8454723167419644,0.3165141219326352,0.37847586899320407,0.1714607257329871,0.7579495608597294,0.7865659435631503,0.5684756142193796,0.26795130051234717,0.5334747646461229,0.9588213870398732,0.7610312151479621
26,2017-03-01,181.0,0.7473274716699481,0.4503811416148634,0.7527874379085254,0.3942582447331964,0.9156867583010172,0.6344144304488789,0.07658848896277959,0.2718283229138494,0.48521097687494186,0.21992563209798122,0.3562662506455707
